40000	1.089462
40001	1.026607
40003	0.959578
40005	0.922324
40007	0.947398
40009	0.985206
40011	1.041638
40013	1.111513
40015	1.195557
40017	1.221327
40019	1.210711
40022	1.181977
40024	1.082663
40026	1.022861
40028	0.971623
40030	0.978726
40032	0.918903
40034	0.954493
40036	0.964664
40038	1.009364
40039	1.042760
40041	1.098201
40043	1.069628
40045	1.067216
40047	1.117766
40049	1.111911
40051	1.092245
40053	1.065741
40055	1.005024
40057	0.982818
40059	0.962298
40061	0.965721
40064	0.933725
40066	0.926176
40068	0.936576
40070	0.957637
40072	1.001167
40074	1.069936
40075	1.169435
40077	1.229752
40079	1.260828
40081	1.160145
40083	1.097382
40085	0.987231
40087	0.923463
40089	0.885167
40091	0.897183
40093	0.928368
40095	0.910066
40097	0.937714
40099	0.966778
40101	1.021031
40103	1.061461
40105	1.078904
40108	1.097843
40110	1.063370
40111	0.972003
40113	0.958922
40115	0.921897
40117	0.947795
40119	0.931146
40121	0.976292
40123	1.035479
40125	1.036194
40127	1.053577
40129	1.029557
40131	1.098252
40133	1.040653
40135	1.039543
40137	1.014802
40139	1.024251
40141	1.013072
40143	0.962504
40145	0.975728
40146	0.914076
40148	0.894460
40151	0.905392
40153	0.903945
40155	0.928470
40157	0.941178
40159	0.995565
40161	1.019871
40163	1.061513
40165	1.105331
40167	1.127735
40169	1.093547
40171	1.055300
40173	0.952104
40175	0.911245
40177	0.873759
40179	0.835840
40181	0.886567
40182	0.866851
40184	0.918769
40186	0.964500
40188	1.020824
40190	1.013116
40193	0.999948
40195	1.015228
40197	0.953522
40199	0.929958
40201	0.922691
40203	0.880755
40205	0.929813
40207	0.935897
40209	0.962939
40211	0.967529
40213	0.985579
40215	0.983304
40217	0.986364
40218	0.996426
40220	0.989190
40222	0.967662
40224	0.972827
40226	0.951035
40228	0.945437
40230	0.892949
40232	0.913159
40235	0.913204
40237	0.874985
40239	0.924010
40241	0.914764
40243	0.981536
40245	0.980526
40247	0.976192
40249	0.942707
40251	0.923093
40253	0.917245
40254	0.887368
40256	0.966094
40258	0.920921
40260	0.996870
40262	0.997295
40264	0.980914
40266	1.007232
40268	0.994446
40270	0.971282
40272	0.919304
40274	0.885685
40276	0.898785
40279	0.869157
40281	0.872291
40283	0.922133
40285	0.927826
40287	0.955286
40289	0.908259
40291	0.905176
40292	0.884908
40294	0.898454
40296	0.851564
40298	0.890831
40300	0.900458
40302	0.970675
40304	0.989724
40306	1.009774
40308	1.021363
40310	1.009322
40312	0.956943
40314	0.902933
40316	0.929378
40318	0.909502
40321	0.891266
40323	0.878326
40325	0.920475
40326	0.922655
40328	0.917493
40330	0.922644
40332	0.967285
40334	0.991416
40336	0.995565
40338	1.005663
40340	0.993408
40342	0.996766
40344	0.964143
40346	0.927488
40348	0.914962
40350	0.968180
40352	0.976949
40354	1.009597
40356	0.994329
40358	1.036717
40360	1.042393
40361	1.062324
40364	1.074091
40366	1.066920
40368	0.993310
40370	1.083313
40372	1.053504
40374	1.020265
40376	1.052195
40378	1.057033
40380	1.025188
40382	0.985326
40384	0.968841
40386	0.923288
40388	0.939283
40390	0.947023
40392	0.964931
40394	0.997883
40396	1.055746
40397	1.109116
40399	1.117649
40401	1.096331
40403	1.084631
40406	1.047300
40408	1.021375
40410	0.959057
40412	0.946315
40414	0.961336
40416	0.983474
40418	1.001952
40420	1.006145
40422	1.061575
40424	1.072909
40426	1.059334
40428	1.077033
40430	1.048872
40432	1.031951
40433	0.985331
40435	0.955039
40437	0.939375
40439	0.945150
40441	0.932546
40443	0.986756
40445	1.003791
40448	0.987720
40450	0.923928
40452	0.943310
40454	0.898390
40456	0.930115
